pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_pubdate
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.60000000,0.60000000,-0.60000000,0,2009-03
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.59998000,0.60000000,-0.60000000,0,2017-03
BD-210397 b,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,1891.00000000,56.00000000,-48.00000000,0,2023-06
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,6240.00000000,151.00000000,-156.00000000,0,2023-08
BD-210397 c,BD-210397,1,2,Radial Velocity,2023,La Silla Observatory,6360.00000000,6260.00000000,-711.00000000,0,2023-06
CD Cet b,CD Cet,1,1,Radial Velocity,2020,Calar Alto Observatory,2.29070000,0.00012000,-0.00012000,0,2020-08
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,Imaging,2011,W. M. Keck Observatory,10037.50000000,2737.50000000,-2737.50000000,0,2011-10
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,Imaging,2021,Hubble Space Telescope,8040000.00000000,470000.00000000,-470000.00000000,0,2020-12
CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,,,,,2006-10
CI Tau b,CI Tau,1,1,Radial Velocity,2019,Multiple Observatories,8.98910000,0.02020000,-0.02020000,0,2019-06
COCONUTS-2 b,COCONUTS-2 A,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),402000000.00000000,470000000.00000000,-100000000.00000000,0,2021-08
CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,,,,,2008-11
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50896860,0.00000060,-0.00000060,0,2011-11
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50896820,0.00000050,-0.00000050,0,2017-06
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50896350,0.00000890,-0.00000890,0,2017-07
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50895570,0.00000640,-0.00000640,0,2008-05
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50896877,0.00000008,-0.00000008,0,2022-04
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50897655,0.00000010,-0.00000010,0,2016-06
CoRoT-1 b,CoRoT-1,1,1,Transit,2008,CoRoT,1.50895570,,,0,2010-02
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.24060000,0.00020000,-0.00020000,0,2017-06
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.24060000,0.00020000,-0.00020000,0,2011-11
CoRoT-10 b,CoRoT-10,1,1,Transit,2010,CoRoT,13.24060000,0.00020000,-0.00020000,0,2010-09
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,,,,,2014-07
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99432500,0.00002100,-0.00002100,0,2017-06
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99433000,0.00001100,-0.00001100,0,2011-11
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99433000,0.00001100,-0.00001100,0,2010-12
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99427803,0.00000049,-0.00000049,0,2023-03
CoRoT-11 b,CoRoT-11,1,1,Transit,2010,CoRoT,2.99432500,0.00002100,-0.00002100,0,2012-07
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82804200,0.00001300,-0.00001300,0,2010-09
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82804100,0.00001100,-0.00001100,0,2022-05
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82804200,0.00001300,-0.00001300,0,2017-06
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82803915,0.00001296,-0.00001296,0,2017-07
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82804200,0.00001300,-0.00001300,0,2011-11
CoRoT-12 b,CoRoT-12,1,1,Transit,2010,CoRoT,2.82805268,0.00000065,-0.00000065,0,2019-02
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519000,0.00003000,-0.00003000,0,2011-11
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03515000,0.00002600,-0.00002500,0,2022-05
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519000,0.00003000,-0.00003000,0,2017-06
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03504444,0.00002781,-0.00002781,0,2017-07
CoRoT-13 b,CoRoT-13,1,1,Transit,2010,CoRoT,4.03519000,0.00003000,-0.00003000,0,2010-11
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214000,0.00013000,-0.00013000,0,2017-06
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214000,0.00013000,-0.00013000,0,2011-11
CoRoT-14 b,CoRoT-14,1,1,Transit,2010,CoRoT,1.51214000,0.00013000,-0.00013000,0,2011-04
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,5.35227000,0.00020000,-0.00020000,0,2012-05
CoRoT-16 b,CoRoT-16,1,1,Transit,2011,CoRoT,5.35227000,0.00020000,-0.00020000,0,2017-06
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.76810000,0.00030000,-0.00030000,0,2011-07
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.76810000,0.00030000,-0.00030000,0,2017-06
CoRoT-17 b,CoRoT-17,1,1,Transit,2011,CoRoT,3.76810000,0.00030000,-0.00030000,0,2012-10
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.90009000,0.00000050,-0.00000050,0,2019-02
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.90007690,0.00000210,-0.00000220,0,2022-05
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.90008625,0.00000393,-0.00000393,0,2017-07
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.90006930,0.00000280,-0.00000280,0,2017-06
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.90006930,0.00000280,-0.00000280,0,2012-10
CoRoT-18 b,CoRoT-18,1,1,Transit,2011,CoRoT,1.90006930,0.00000280,-0.00000280,0,2011-09
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713000,0.00002000,-0.00002000,0,2012-01
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713790,0.00000160,-0.00000160,0,2023-03
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89712026,0.00001889,-0.00001889,0,2017-07
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713000,0.00002000,-0.00002000,0,2012-10
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713100,0.00001100,-0.00001100,0,2022-05
CoRoT-19 b,CoRoT-19,1,1,Transit,2011,CoRoT,3.89713000,0.00002000,-0.00002000,0,2017-06
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299906,0.00000040,-0.00000040,0,2022-04
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299750,0.00000020,-0.00000020,0,2019-06
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299350,0.00000100,-0.00000100,0,2012-10
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299673,0.00000031,-0.00000031,0,2015-07
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299609,0.00000059,-0.00000059,0,2016-11
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299640,0.00000170,-0.00000170,0,2008-05
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74301433,0.00004385,-0.00004385,0,2017-07
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299673,0.00000031,-0.00000031,0,2017-06
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299700,0.00000011,-0.00000011,0,2022-02
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299350,0.00000100,-0.00000100,0,2011-11
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299350,0.00000100,-0.00000100,0,2010-02
CoRoT-2 b,CoRoT-2,2,1,Transit,2008,CoRoT,1.74299705,0.00000015,-0.00000015,0,2023-03
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24318000,0.00000900,-0.00000900,0,2019-02
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24323029,0.00006373,-0.00006373,0,2017-07
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285000,0.00030000,-0.00030000,0,2012-02
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285000,0.00030000,-0.00030000,0,2017-06
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285000,0.00030000,-0.00030000,0,2012-10
CoRoT-20 b,CoRoT-20,1,2,Transit,2011,CoRoT,9.24285000,0.00030000,-0.00030000,0,2018-11
CoRoT-20 c,CoRoT-20,1,2,Radial Velocity,2018,Multiple Observatories,1675.00000000,19.00000000,-17.00000000,0,2018-11
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,2.72474000,0.00014000,-0.00014000,0,2012-09
CoRoT-21 b,CoRoT-21,1,1,Transit,2012,CoRoT,2.72474000,0.00014000,-0.00014000,0,2017-06
CoRoT-22 b,CoRoT-22,1,1,Transit,2014,CoRoT,9.75598000,0.00011000,-0.00011000,0,2014-08
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,3.63130000,0.00010000,-0.00010000,0,2012-10
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,3.63130000,0.00010000,-0.00010000,0,2017-06
CoRoT-23 b,CoRoT-23,1,1,Transit,2011,CoRoT,3.63130000,0.00010000,-0.00010000,0,2012-01
CoRoT-24 b,CoRoT-24,1,2,Transit,2014,CoRoT,5.11340000,0.00060000,-0.00060000,0,2014-07
CoRoT-24 c,CoRoT-24,1,2,Transit,2014,CoRoT,11.75900000,0.00630000,-0.00630000,0,2014-07
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,4.86069000,0.00006000,-0.00006000,0,2013-07
CoRoT-25 b,CoRoT-25,1,1,Transit,2013,CoRoT,4.86069000,0.00006000,-0.00006000,0,2017-06
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,4.20474000,0.00005000,-0.00005000,0,2017-06
CoRoT-26 b,CoRoT-26,1,1,Transit,2013,CoRoT,4.20474000,0.00005000,-0.00005000,0,2013-07
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,3.57532000,0.00006000,-0.00006000,0,2017-06
CoRoT-27 b,CoRoT-27,1,1,Transit,2014,CoRoT,3.57532000,0.00006000,-0.00006000,0,2014-02
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,5.20851000,0.00038000,-0.00038000,0,2015-07
CoRoT-28 b,CoRoT-28,1,1,Transit,2015,CoRoT,5.20851000,0.00038000,-0.00038000,0,2017-06
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,2.85057000,0.00000600,-0.00000600,0,2017-06
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,2.85057000,0.00000600,-0.00000600,0,2015-07
CoRoT-29 b,CoRoT-29,1,1,Transit,2015,CoRoT,2.85056150,0.00000720,-0.00000720,0,2016-05
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.25679940,0.00000350,-0.00000350,0,2017-06
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.25679940,0.00000390,-0.00000310,0,2009-10
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.25680000,0.00000500,-0.00000500,0,2008-12
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,4.25679940,0.00000350,-0.00000350,0,2011-11
CoRoT-3 b,CoRoT-3,1,1,Transit,2008,CoRoT,,,,,2014-07
CoRoT-30 b,CoRoT-30,1,1,Transit,2020,CoRoT,9.06005000,0.00024000,-0.00024000,0,2020-03
CoRoT-31 b,CoRoT-31,1,1,Transit,2020,CoRoT,4.62941000,0.00075000,-0.00075000,0,2020-03
CoRoT-35 b,CoRoT-35,1,1,Transit,2022,CoRoT,3.22748000,0.00008000,-0.00008000,0,2022-07
CoRoT-36 b,CoRoT-36,1,1,Transit,2022,CoRoT,5.61653100,0.00002300,-0.00002300,0,2022-07
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20205000,0.00037000,-0.00037000,0,2008-09
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20205000,0.00037000,-0.00037000,0,2011-11
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20164964,0.00003141,-0.00003141,0,2017-07
CoRoT-4 b,CoRoT-4,1,1,Transit,2008,CoRoT,9.20205000,0.00037000,-0.00037000,0,2017-06
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.03789620,0.00000190,-0.00000190,0,2009-10
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.03789620,0.00000190,-0.00000190,0,2017-06
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.03789620,0.00000190,-0.00000190,0,2011-11
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.03791560,0.00000120,-0.00000120,0,2019-02
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.03791560,0.00000120,-0.00000120,0,2022-04
CoRoT-5 b,CoRoT-5,1,1,Transit,2009,CoRoT,4.03790124,0.00001444,-0.00001444,0,2017-07
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.88662870,0.00000600,-0.00000600,0,2022-04
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.88659300,0.00000400,-0.00000400,0,2010-03
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.88659300,0.00000400,-0.00000400,0,2011-11
CoRoT-6 b,CoRoT-6,1,1,Transit,2009,CoRoT,8.88659300,0.00004000,-0.00004000,0,2017-06
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85358500,0.00002400,-0.00002400,0,2011-11
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85359159,0.00000057,-0.00000057,0,2014-07
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85400000,,,0,2019-09
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85359163,0.00000001,-0.00000001,0,2017-03
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85358500,0.00002400,-0.00002400,0,2009-10
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85359165,0.00000005,-0.00000005,0,2014-01
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85358500,0.00002400,-0.00002400,0,2009-10
CoRoT-7 b,CoRoT-7,1,3,Transit,2009,CoRoT,0.85350000,0.00000059,-0.00000059,0,2022-07
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,3.70000000,0.02000000,-0.02000000,0,2014-01
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,3.69800000,0.00300000,-0.00300000,0,2009-10
CoRoT-7 c,CoRoT-7,1,3,Radial Velocity,2009,CoRoT,3.69700000,0.00500000,-0.00500000,0,2022-07
CoRoT-7 d,CoRoT-7,1,3,Radial Velocity,2022,La Silla Observatory,8.96600000,1.54600000,-1.54600000,0,2022-07
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.21229000,0.00003000,-0.00003000,0,2011-11
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.21238100,0.00005700,-0.00005700,0,2017-06
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.21244500,0.00000700,-0.00000700,0,2019-02
CoRoT-8 b,CoRoT-8,1,1,Transit,2010,CoRoT,6.21229000,0.00003000,-0.00003000,0,2010-09
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.27265600,0.00006800,-0.00006800,0,2017-07
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.27380000,0.00140000,-0.00140000,0,2011-11
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.27272500,0.00006000,-0.00006000,0,2022-04
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.27265600,0.00006800,-0.00006800,0,2017-06
CoRoT-9 b,CoRoT-9,2,1,Transit,2009,CoRoT,95.27380000,0.00140000,-0.00140000,0,2010-03
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,6.71836780,0.00000820,-0.00000870,0,2022-05
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,2017,CoRoT,6.71837000,0.00001000,-0.00001000,0,2018-01
DE CVn b,DE CVn,2,1,Eclipse Timing Variations,2018,Multiple Facilities,4098.10000000,131.50000000,-131.50000000,0,2018-11
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,2013,Paranal Observatory,246.36000000,1.38000000,-1.35000000,0,2013-08
DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,,,,,2012-04
DH Tau b,DH Tau,1,1,Imaging,2004,Subaru Telescope,,,,,2014-03
DMPP-1 b,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,18.57000000,0.01000000,-0.01000000,0,2019-12
DMPP-1 c,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,6.58400000,0.00300000,-0.00200000,0,2019-12
DMPP-1 d,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,2.88200000,0.00100000,-0.00100000,0,2019-12
DMPP-1 e,DMPP-1,1,4,Radial Velocity,2019,La Silla Observatory,5.51600000,0.00200000,-0.00400000,0,2019-12
DMPP-2 b,DMPP-2,1,1,Radial Velocity,2019,Multiple Facilities,5.20720000,0.00020000,-0.00550000,0,2019-12
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,6.67320000,0.00110000,-0.00030000,0,2019-12
DMPP-3 A b,DMPP-3 A,2,1,Radial Velocity,2019,La Silla Observatory,6.67360000,,,0,2019-12
DMPP-4 b,DMPP-4,1,1,Radial Velocity,2023,Multiple Observatories,3.49820000,0.00220000,-0.23270000,0,2023-10
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,8693.00000000,,,0,2010-01
DP Leo b,DP Leo,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,10220.00000000,730.00000000,-730.00000000,0,2011-02
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.13826800,0.00001100,-0.00001100,0,2019-07
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.13870000,0.00050000,-0.00050000,0,2019-10
DS Tuc A b,DS Tuc A,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.13822434,0.00000645,-0.00000645,0,2017-07
EPIC 201170410.02,EPIC 201170410,1,1,Transit,2020,K2,6.79870000,0.00010000,-0.00010000,0,2020-08
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,K2,28.16960000,0.00380000,-0.00430000,0,2019-09
EPIC 201238110 b,EPIC 201238110,1,1,Transit,2019,K2,28.16560000,0.00270000,-0.00280000,0,2019-07
EPIC 201427007 b,EPIC 201427007,1,1,Transit,2021,K2,0.72091000,0.00014000,-0.00014000,0,2021-08
EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,K2,2.13174000,0.00022000,-0.00022000,0,2019-07
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0.87703000,0.00011000,-0.00013000,0,2018-08
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0.87718300,0.00005700,-0.00005700,0,2018-03
EPIC 201595106 b,EPIC 201595106,1,1,Transit,2021,K2,0.87721400,0.00006000,-0.00006000,0,2021-08
EPIC 201757695.02,EPIC 201757695,1,1,Transit,2020,K2,2.04780000,0.00010000,-0.00010000,0,2020-08
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,4.16980000,0.00010000,-0.00010000,0,2020-08
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,4.16959000,0.00051000,-0.00053000,0,2019-07
EPIC 201841433 b,EPIC 201841433,1,1,Transit,2019,K2,4.16888000,0.00050000,-0.00056000,0,2019-09
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,K2,4.50717000,0.00042000,-0.00041000,0,2019-09
EPIC 206024342 b,EPIC 206024342,1,3,Transit,2019,K2,4.50756000,0.00062000,-0.00060000,0,2019-07
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,K2,0.91172400,0.00007600,-0.00007600,0,2021-08
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,K2,0.91165670,,,0,2016-01
EPIC 206024342 c,EPIC 206024342,1,3,Transit,2021,K2,0.91161800,0.00007300,-0.00007700,0,2019-09
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.63700000,0.00210000,-0.00210000,0,2016-09
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.64350000,0.00110000,-0.00100000,0,2019-09
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.64753100,0.00000410,-0.00000410,0,2021-08
EPIC 206024342 d,EPIC 206024342,1,3,Transit,2021,K2,14.64154100,,,0,2016-01
EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,K2,2.87814000,0.00023000,-0.00026000,0,2019-07
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,5.29711000,0.00074000,-0.00070000,0,2019-07
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,5.29860000,0.00060000,-0.00060000,0,2021-08
EPIC 206042996 b,EPIC 206042996,1,2,Transit,2019,K2,5.29853000,0.00080000,-0.00094000,0,2019-09
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,K2,0.35488400,0.00006300,-0.00006300,0,2021-08
EPIC 206042996 c,EPIC 206042996,1,2,Transit,2021,K2,0.35490972,,,0,2016-01
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,2.25543600,0.00009100,-0.00009100,0,2021-08
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,2.25558000,0.00016000,-0.00015000,0,2019-09
EPIC 206215704 b,EPIC 206215704,1,1,Transit,2019,K2,2.25372000,0.00047000,-0.00047000,0,2019-07
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,K2,1.58316000,0.00013000,-0.00013000,0,2019-09
EPIC 206317286 b,EPIC 206317286,1,2,Transit,2019,K2,1.58252000,0.00017000,-0.00018000,0,2019-07
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,K2,17.50166200,,,0,2016-01
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,K2,17.51547200,0.00228800,-0.00296500,0,2022-03
EPIC 206317286 c,EPIC 206317286,1,2,Transit,2022,K2,17.51250000,0.00290000,-0.00250000,0,2019-09
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,21.16986100,0.00172500,-0.00169500,0,2017-11
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,21.16961900,0.00166500,-0.00172900,0,2017-02
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,21.17019630,0.00006620,-0.00006420,0,2021-09
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,21.16860000,0.00210000,-0.00210000,0,2019-09
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,21.17623917,,,0,2016-10
EPIC 211822797 b,EPIC 211822797,1,1,Transit,2016,K2,21.15950000,,,0,2017-12
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49221000,0.00066600,-0.00065300,0,2018-12
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49100000,,,0,2016-10
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49214730,0.00000790,-0.00000790,0,2017-07
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49213200,0.00065500,-0.00066900,0,2018-01
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49179500,0.00051600,-0.00051200,0,2018-03
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49196500,,,0,2018-07
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49213000,0.00001000,-0.00001000,0,2018-07
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.50735025,,,0,2016-10
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49214980,0.00000770,-0.00000770,0,2023-03
EPIC 211945201 b,EPIC 211945201,1,1,Transit,2018,K2,19.49183000,0.00038000,-0.00038000,0,2019-09
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,K2,2.28936300,0.00023200,-0.00025100,0,2021-08
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,K2,2.28896000,0.00025000,-0.00024000,0,2019-09
EPIC 212297394 b,EPIC 212297394,1,2,Transit,2019,K2,2.28943000,0.00019000,-0.00019000,0,2019-07
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,K2,5.21300000,,,0,2016-10
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,K2,5.21396500,0.00044200,-0.00044200,0,2021-08
EPIC 212297394 c,EPIC 212297394,1,2,Transit,2016,K2,5.21378000,0.00035000,-0.00033000,0,2019-09
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,K2,18.09830000,0.00600000,-0.00580000,0,2019-07
EPIC 212424622 b,EPIC 212424622,1,1,Transit,2019,K2,18.09710000,0.00440000,-0.00440000,0,2019-09
EPIC 212499991 b,EPIC 212499991,1,1,Transit,2019,K2,34.88500000,0.01100000,-0.01000000,0,2019-07
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,K2,15.28078000,0.00012100,-0.00011600,0,2021-08
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,K2,15.28410000,0.00200000,-0.00200000,0,2019-09
EPIC 212587672 b,EPIC 212587672,1,2,Transit,2019,K2,15.28410000,0.00370000,-0.00290000,0,2019-07
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,23.22590000,0.00290000,-0.00270000,0,2019-09
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,23.22600100,0.00309200,-0.00321200,0,2018-03
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,23.24110566,,,0,2016-10
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,23.22855500,0.00006800,-0.00007100,0,2021-08
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,23.22600000,,,0,2016-10
EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,23.22600000,0.00302200,-0.00315600,0,2018-01
